Id,Habitability_score
0x7b5d,68.81
0x1a0b,76.37
0x67f2,36.13
0x62ff,73.44
0x5695,73.44
0x7dea,58.51
0x38f0,78.85
0xb6e,81.32
0x582f,72.57
0xbe86,76.68
0xbfab,75.14
0x6732,78.14
0x4082,81.61
0x4163,80.55
0xc903,85.06
0x816b,88.47
0xae3e,72.89
0x1a52,71.22
0x13d8,75.24
0x1c72,79.87
0x5daa,79.63
0x8483,78.51
0x61b8,78.15
0x59f4,72.74
0x5397,62.65
0xb7d,80.78
0x4a78,88.7
0x92ab,86.47
0x2a5e,43.21
0x7850,81.42
0x85a0,81.91
0xa2c7,67.21
0x8aed,85.23
0x7b94,85.52
0xa130,75.44
0x7e2e,68.7
0xa0f9,38.15
0xa461,92.59
0x5fd3,79.45
0x5297,81.63
0xb47b,43.58
0x76b9,79.87
0x9774,69.95
0x4207,58.76
0xa97a,67.04
0x3f9f,72.32
0xc39d,64.33
0x4025,86.05
0x2f72,77.36
0xc34f,83.14
0x82dc,80.96
0x1573,69.67
0x12f7,74.72
0x62ec,82.5
0xae0c,73.52
0x9dbf,44.6
0x7f76,50.26
0x221e,74.43
0x4eb3,73.16
0x611a,46.46
0x3806,65.06
0x7d40,79.29
0x4370,79.55
0x1783,75.96
0x1b17,76.02
0xe5d,80.99
0x76a,50.16
0x5203,31.74
0x3b73,65.34
0x77d3,72.29
0xa13,87.96
0x38f8,75.48
0x39c2,77.26
0x809b,73.98
0x34a3,79.0
0xbe5b,79.61
0x29e4,70.36
0x46e7,74.84
0x4120,79.44
0xbaf1,75.02
0x27e0,68.8
0x85d5,63.24
0x59f9,84.61
0x7d32,81.42
0x6890,82.08
0x3c8e,81.11
0xa1d8,84.47
0x5f1d,68.98
0x4c29,76.38
0x5f37,74.53
0x92f9,79.09
0xa309,44.56
0x7e58,65.53
0xb64d,80.6
0x6df6,78.36
0x94a,62.39
0x3be5,79.06
0xa128,73.85
0x244a,79.51
0x1505,72.38
0x859,80.87
0xa3f7,69.41
0xb7b7,83.89
0xbef9,74.97
0xaf1d,70.99
0xad1d,80.23
0x3692,80.85
0x9746,84.38
0x18ad,63.78
0x557f,78.34
0x788e,72.56
0xa75a,75.64
0x67a5,72.0
0x2eb1,76.22
0x16fe,76.61
0xbad3,57.81
0x58c9,76.97
0x2551,77.09
0x54bb,76.09
0x2065,71.9
0x5087,77.18
0x860b,75.19
0x602c,81.63
0x5ada,62.91
0xc0c2,72.63
0xbcda,71.52
0x793a,80.23
0x62c0,30.82
0x8836,74.33
0x7f33,41.93
0xc1e,75.51
0xb254,47.65
0x4bda,81.11
0x4c1b,87.46
0x4187,61.55
0xa50a,83.78
0xb257,74.32
0xa533,46.81
0x525a,90.77
0xc54f,75.95
0x1fa7,76.94
0x1be4,44.19
0x5882,49.25
0x619,71.88
0x1f29,87.91
0x9373,76.3
0xa890,24.06
0x51b0,79.46
0x22b7,78.26
0x50cb,76.36
0x200b,78.62
0x33e4,72.66
0x890c,56.25
0x910d,76.94
0x2d63,74.28
0xade2,73.16
0x72a2,75.73
0x6b66,75.26
0xc1bf,76.46
0x92bb,78.84
0xaa86,56.18
0x8ef7,91.85
0x4c32,78.52
0x6685,67.16
0x45ee,73.51
0x7cbf,87.55
0x6a9f,45.8
0xc8aa,75.38
0xafa8,79.39
0x952c,72.06
0x7bb,79.02
0x4fe8,73.44
0x8bfe,70.25
0xe1a,85.6
0x2dc1,79.62
0xc850,81.0
0x8b55,84.45
0x4a95,74.81
0xae6b,74.6
0x6221,37.75
0x1df5,76.89
0x4f9b,81.4
0x63fe,77.67
0xc14b,81.62
0xc87b,70.24
0xc7bd,47.23
0x5773,79.6
0x3f1b,69.54
0xc0dc,85.46
0x2bf8,76.02
0x9919,46.4
0x11a4,70.21
0x9e41,14.13
0x84b2,71.1
0x722,76.28
0x602,84.31
0x98d,77.13
0x45d5,84.24
0x7d6,89.71
0x8490,76.15
0x9c8d,92.27
0xbc24,79.84
0xa972,80.2
0x7b68,76.08
0x1ec0,67.85
0x47a5,78.98
0xb468,77.61
0x10d7,32.74
0x17ed,91.16
0x35b9,80.51
0x1a9c,74.16
0x6714,66.09
0x68e9,82.07
0x26c2,48.13
0x930d,78.24
0xb6ec,69.77
0x906e,81.06
0x1226,79.89
0x355c,72.48
0x9044,81.44
0x657c,77.29
0x457f,69.63
0x393e,75.74
0xc2ce,54.23
0x1fef,79.66
0x9a29,80.6
0x5f85,81.65
0x3bb2,78.12
0x2e12,69.13
0xb38f,72.78
0x43e4,68.62
0xa454,81.88
0x14e6,88.86
0xbf1a,83.33
0x3c97,66.63
0x4b8c,75.59
0x7455,76.68
0x8fac,81.07
0xa07f,72.11
0x64c9,45.71
0x56da,76.71
0x1d91,70.77
0x94f2,76.96
0xc004,75.14
0x3a6b,85.54
0xec9,67.2
0x8a2a,83.67
0x89d1,79.29
0xc871,79.64
0xbcb6,81.46
0x924a,66.83
0x6a12,79.81
0xc440,81.19
0x1304,81.7
0x5ed1,80.79
0x11a3,75.31
0xc5fe,77.01
0x3c76,63.75
0xae44,41.74
0x6c2,79.22
0x4494,22.49
0x35ea,20.35
0x7b76,81.63
0xbb4,90.99
0x5938,68.7
0x2a04,77.87
0x9ead,78.24
0x870d,81.5
0x6971,55.65
0xb12b,74.26
0x1e0d,71.1
0x60ab,76.97
0x4203,30.27
0x4e2d,74.57
0x5e36,79.11
0x2183,76.39
0x97ac,35.62
0x877b,68.24
0x53d9,81.71
0x9641,61.15
0x863d,80.67
0x312e,80.51
0x9762,28.61
0x6d32,76.35
0x9908,84.89
0x20c2,85.71
0x55ad,73.24
0xaca3,84.66
0x597a,78.36
0xa971,77.2
0x747c,85.53
0x9d42,88.66
0x3e41,67.5
0x244e,65.79
0x4beb,64.12
0x5941,63.22
0x39f1,86.29
0x82c8,75.64
0x70b7,75.37
0x7cb,72.47
0xb1e1,76.41
0x5635,74.84
0x17e0,77.87
0xa1dd,36.06
0x1425,48.17
0x848d,72.09
0xf51,79.57
0x2e78,56.98
0xa440,76.9
0x1d96,79.76
0x844d,80.55
0x2f61,71.86
0xb3b0,71.88
0x9c05,73.09
0xbcb0,69.28
0x8403,79.68
0x1694,17.88
0x6c31,79.53
0xb14c,65.36
0x6dbd,79.93
0x53e3,76.21
0x933,69.77
0x4439,78.2
0xbbfa,82.59
0x8e4d,74.17
0x7fc9,81.88
0x89df,82.27
0x2502,81.33
0x9b91,68.59
0x6651,81.79
0x279d,33.52
0x7c4,33.66
0x97ff,81.65
0x9622,86.97
0x661d,79.51
0x48e7,78.13
0x9a00,75.93
0x1961,71.52
0x5afa,66.08
0x93ac,69.49
0x3bce,74.73
0x52d0,77.54
0x3cb6,75.64
0xb9df,82.22
0xb78,82.0
0x701a,69.84
0x89f1,79.67
0x43de,47.69
0x3bd4,72.25
0xbac3,74.14
0x6a49,72.99
0x29f1,79.9
0x36cc,47.44
0x3f48,70.57
0xb9b2,81.63
0x6439,66.44
0x6fdd,75.49
0x2c34,75.88
0xa641,76.83
0x7e7a,80.26
0x59d3,96.12
0x9635,75.56
0x3114,73.98
0x85b1,72.67
0x99a2,79.37
0x6ce4,79.42
0x93a8,70.73
0x5528,80.14
0x89f,75.79
0xa3ee,76.52
0x70ff,88.18
0x806e,74.58
0x3b4a,71.84
0x87c9,72.0
0xc476,80.61
0x5587,64.76
0x9964,80.37
0xc6be,73.86
0x40d0,78.46
0xc28c,70.71
0x66f,73.39
0x659c,66.19
0x6f40,83.3
0x5c03,79.47
0x53d5,77.78
0x7af6,75.88
0x9737,78.35
0x13c0,76.88
0x27ad,75.79
0x852,74.06
0x75b5,77.29
0x2fc9,77.76
0xbb23,65.18
0xc26a,76.57
0xb5af,73.58
0x4dec,79.98
0x9189,79.92
0x1827,62.15
0x550d,83.31
0x9fe6,75.64
0x783a,24.05
0xa433,80.04
0x6cc1,80.1
0x5402,81.14
0x9340,74.78
0x6ada,76.7
0xb10,75.47
0x172c,84.9
0x8527,78.19
0x2a77,69.92
0x793,80.23
0xb90c,76.95
0x9588,70.35
0x6111,73.27
0x450b,69.92
0x57d0,64.23
0x8a20,76.66
0x405f,64.41
0xa2f5,64.46
0x7125,83.83
0xae30,40.81
0xc133,84.65
0x77af,77.55
0x4192,74.08
0xac75,70.23
0x78b2,75.86
0x7f3f,71.25
0x7853,78.25
0x90bb,72.56
0x45e0,35.02
0x7e85,75.83
0x6107,77.37
0x82cc,74.63
0x7923,83.71
0xbdc9,78.95
0x77cc,64.66
0x4d8e,66.2
0x9980,74.69
0x5482,73.24
0x5217,84.93
0x15a7,89.86
0xc6c2,82.07
0x169e,40.99
0x6406,80.83
0x8a99,75.6
0xb3ca,20.94
0x8477,75.63
0x8935,74.52
0x13b0,76.99
0x4807,83.63
0x1658,74.25
0xc475,77.99
0x90e7,83.01
0x8716,87.86
0x2422,62.38
0xc26c,74.29
0x35b4,79.92
0x7c7f,73.98
0xc4d9,82.94
0x1d0c,80.67
0x9858,73.83
0x9b1d,57.23
0x6564,76.68
0x5e9d,33.68
0x31ab,84.01
0x2a1a,81.51
0x585e,82.56
0x55db,83.87
0x5152,75.27
0xc44f,76.57
0x2647,82.31
0x24c0,77.66
0xa9bd,76.33
0x6860,82.68
0x8161,63.17
0x9058,75.48
0x8921,80.46
0x4a3b,64.91
0x4076,76.03
0xa563,43.14
0x8f54,65.05
0x5681,75.63
0x6143,73.24
0x93e2,74.26
0x236d,73.39
0xbe75,71.98
0xbf4f,53.94
0x4198,82.6
0x2e6c,76.86
0x4cfc,78.98
0xb0fa,79.1
0xb5e5,81.01
0xaf74,85.17
0xc2c8,44.33
0x45a1,79.47
0x6354,82.07
0x21ea,36.41
0x2708,76.05
0x85ff,70.62
0x1008,75.59
0x1bac,85.45
0x891a,59.06
0xa8fd,72.38
0x7e24,63.51
0x3ca8,80.91
0xa0ae,34.13
0x530d,81.7
0x66e,34.51
0xa381,74.52
0x7479,69.8
0x4daf,73.81
0x8427,72.37
0x9bbf,75.16
0x92d3,81.24
0xa739,81.72
0x8dfc,68.18
0x2820,71.5
0x264c,38.07
0xc15c,80.85
0x76cd,87.5
0x42ed,80.57
0x8fbc,76.83
0xb680,79.04
0x4aef,72.69
0x94db,75.51
0x51e7,80.01
0xc1c1,79.25
0x19fa,88.35
0x37d4,42.65
0x6cad,75.26
0xabd1,71.31
0x7b89,89.67
0x99cb,77.34
0x7247,72.68
0xc938,82.97
0x842e,84.79
0x486b,73.26
0x91be,93.01
0xb4e,72.96
0xb3d8,79.64
0x5086,67.74
0x2697,78.05
0x6fc7,75.11
0x695b,75.57
0x6bc2,74.91
0xb94f,78.09
0x1a4d,82.98
0x45ca,59.32
0x4be5,74.88
0x6bf7,78.75
0x87ce,74.43
0x73d9,76.73
0xa05a,76.92
0x7d12,66.4
0x86fe,49.31
0x371b,84.62
0xa932,75.3
0x275f,77.03
0x3222,66.71
0x9c92,81.65
0x75a4,75.58
0xc88b,71.07
0x43e6,49.68
0x121b,74.8
0x3fd0,82.57
0x905,78.35
0x8618,72.44
0x8002,77.86
0xa561,81.25
0xabc2,71.22
0x3906,67.62
0x844,78.82
0x6c9c,80.05
0x4144,76.23
0x97a8,80.76
0x54a9,49.58
0x2dfe,86.43
0xae8b,65.2
0xbb76,70.28
0x6beb,81.07
0xa93c,77.21
0x5ba1,72.77
0x69f6,27.99
0x8778,73.48
0x1cc3,82.2
0xc074,77.0
0xc01f,35.67
0x6701,75.6
0x9880,84.96
0x6aa9,89.88
0x9496,47.1
0x8356,77.67
0x3ac2,68.85
0xa37e,84.71
0x250d,71.65
0x1d34,77.2
0x7b46,75.5
0x4b22,66.29
0xaad5,73.1
0x97f8,72.85
0x5bf8,83.92
0x38d8,77.66
0xb684,80.91
0x266a,78.74
0x9b1,81.94
0x5e24,65.18
0xab0b,82.49
0xa35a,78.19
0x7aa4,47.21
0x9de0,82.26
0x3fcb,81.09
0xbb65,79.62
0xab29,76.19
0x84de,34.25
0x1a7d,63.82
0x9745,75.12
0xa833,82.77
0x4920,90.39
0x6a3b,78.41
0x7a1d,42.39
0xab77,80.39
0x3922,67.61
0x2043,81.5
0x76d5,90.22
0x69c2,78.63
0x86b3,82.7
0x8fa9,79.38
0xc19b,71.11
0x5384,76.7
0x8cf0,70.91
0x8c75,80.44
0x194e,85.48
0x8877,82.77
0x7733,92.93
0x74c2,67.66
0x6c98,81.04
0x472e,70.85
0x699f,73.2
0xaa2b,85.57
0x6f81,83.6
0x7a58,37.36
0x6854,76.45
0x58b8,33.39
0x9aa,82.42
0x8e02,82.9
0x9f37,89.88
0x2c0d,90.87
0x64c2,72.5
0xa7fd,83.25
0x4720,72.53
0x44f2,79.17
0x157c,78.33
0x438d,75.41
0x3769,72.26
0x1c0b,69.33
0x5954,73.02
0xc7a4,89.22
0x41fc,84.23
0xba1a,81.27
0x57e2,88.39
0xa765,72.94
0x87d3,76.09
0xa53e,80.59
0x16fb,65.85
0x3c58,76.69
0x750c,78.25
0x264f,80.46
0xaf88,83.27
0x3a48,91.62
0x8507,59.23
0xbcd6,74.0
0x529d,79.27
0x4281,80.03
0x8a94,71.14
0x45ba,66.51
0xaac6,23.8
0x1e52,82.6
0x1d8f,82.32
0x3d0f,55.04
0x292e,70.04
0x86f3,72.72
0x5f51,69.38
0xa0eb,80.76
0x828,74.27
0x3f4d,77.89
0x1855,76.69
0x87d9,87.52
0x20de,77.76
0x361e,69.25
0x184a,64.96
0x77d9,79.06
0xbeb8,75.88
0xfe1,75.9
0x3885,76.61
0x5945,73.54
0x2a0f,79.41
0xaa1b,65.01
0xc5ea,43.14
0x43ce,78.49
0x9899,67.85
0x7f20,75.72
0xb760,81.13
0x66ac,79.29
0x607e,78.33
0x79d9,35.06
0x9965,77.14
0x91d8,80.93
0x49e4,68.62
0xc0b4,82.86
0x35b0,62.95
0x9669,80.26
0xbf2d,53.48
0x5dd6,78.75
0x15ab,74.13
0x7b82,81.56
0x25ff,74.09
0xaf52,82.26
0x7867,78.91
0x6f67,85.73
0x2aa4,74.62
0x65af,71.07
0xbf7c,69.25
0xa37a,72.9
0xc006,61.12
0xc243,69.91
0x8e83,75.12
0xb539,72.19
0x3016,67.92
0x5a9a,83.09
0x639a,83.16
0x5804,82.25
0xc425,79.0
0xc376,79.61
0x391f,79.16
0x7be9,75.16
0xacdc,91.0
0x3c5f,74.1
0x21fc,81.97
0x5a76,82.39
0x472c,71.43
0xa4c9,29.04
0x8fdd,77.63
0x888e,86.91
0x66bb,79.8
0x281a,49.94
0x146d,79.32
0x46e6,69.08
0x7cb2,84.0
0x6171,82.55
0x4fa6,75.79
0xad4e,75.08
0x2049,79.02
0xb4c6,81.84
0xb6fc,68.6
0x8a98,83.0
0x8c1b,91.47
0xb8f6,87.29
0x9c5d,77.48
0x2b61,79.7
0x1b36,62.61
0x1c3f,89.35
0x5e1a,80.76
0x8603,81.71
0x7e69,72.48
0x7c1,80.03
0x3e2d,76.29
0xb8b4,82.07
0xe87,91.46
0xb1db,82.67
0x9f00,40.03
0x4527,85.12
0x22e6,82.98
0xc2c1,79.52
0x8297,75.87
0xbf09,76.97
0xad4b,80.31
0x9d43,79.3
0xb537,81.06
0xbd20,74.52
0x7ab4,75.99
0x2a34,82.7
0x99d9,90.29
0x9651,79.54
0x7422,72.36
0x831,75.29
0x2c27,76.74
0x4966,75.19
0x5c50,77.54
0xbfba,73.73
0x3d13,82.17
0x2a38,79.98
0x7691,77.31
0x125c,74.59
0x9fa7,80.67
0x3968,60.05
0x2290,75.95
0x964b,72.37
0x7904,71.08
0x98de,74.72
0x3ad2,80.47
0x8d4e,79.26
0x434c,73.96
0x10e7,74.03
0x9668,78.34
0x7773,77.35
0x3711,76.48
0x4249,93.4
0x5661,79.31
0x4797,79.77
0xa9c8,35.02
0xe23,79.83
0xc1ef,79.98
0x6dcb,84.46
0x77bc,35.85
0x93f0,76.88
0x6545,76.0
0xba86,80.28
0x35f6,37.66
0xb99e,80.46
0x3b26,80.7
0x9710,49.76
0x9039,72.24
0xc65e,39.64
0x3a68,65.19
0x8c54,80.34
0x75cb,77.09
0xab41,76.84
0xb73a,48.07
0xbcd7,61.92
0x8182,80.99
0xa710,73.04
0x4455,73.84
0x8d8d,72.85
0x9800,71.38
0x3c2e,83.54
0x8f9c,86.16
0xa394,80.65
0x9cbc,77.74
0x2d71,77.87
0x274b,67.03
0xc152,73.99
0x989,33.48
0x39be,85.48
0x934f,75.23
0x61cd,79.12
0x37e1,50.36
0xa002,79.22
0x518f,52.59
0xc5c3,65.05
0xbec4,81.29
0x9b3b,66.4
0x2edd,81.63
0xb9ae,81.07
0x9df0,47.36
0xf4b,76.94
0x9e95,72.31
0x9c28,42.55
0x49dd,78.07
0x2b91,80.57
0x1e48,87.41
0x6eb5,76.3
0xb992,78.06
0xba99,69.72
0xa151,80.1
0xaedf,79.81
0xecd,71.03
0xb34a,81.42
0x780d,75.6
0x2ce5,63.22
0x4dcf,75.12
0xc607,73.63
0x7a20,75.41
0x2b7d,59.9
0x6653,67.25
0x24e1,34.79
0xdbb,84.95
0x4a87,81.03
0x39a8,77.54
0x626,43.22
0x2c2c,70.9
0x4ede,77.64
0x9ada,80.46
0x7fbf,86.67
0x170e,83.58
0x93ca,76.35
0x4a22,82.61
0x1fac,80.93
0xb912,81.41
0xb35d,32.83
0x568f,52.77
0x17a5,81.3
0x2ead,80.41
0x93aa,84.89
0x2cb7,81.72
0x2fbc,78.73
0x8b1c,77.82
0x383d,82.38
0x6ab8,73.36
0x2f1d,53.11
0x3efb,75.81
0x99e3,81.86
0xc508,81.53
0x7c77,74.55
0x727f,75.33
0xb29,78.62
0x8ab1,37.82
0x82ab,77.65
0x3de6,62.39
0x319a,78.64
0x28fc,69.11
0x362a,39.79
0xbe3b,76.83
0xaaa4,78.59
0xa1b4,71.85
0x27d1,78.04
0xf11,72.44
0x37be,82.25
0x4029,80.87
0x59b8,64.7
0x9356,76.59
0x7b1e,68.0
0x791,73.93
0x4623,23.41
0x22ac,76.52
0xc36e,78.48
0x3b55,73.27
0x96ed,83.74
0x1633,74.99
0x5c0f,77.26
0x9ad2,83.4
0xb6ae,80.25
0xa46c,41.5
0x449e,74.62
0xa6a4,93.86
0x5b38,80.73
0x1e9b,83.49
0x3fc7,74.7
0x280b,66.1
0x82c0,62.72
0x6132,72.01
0x4d17,80.08
0x952,75.45
0xc8e0,31.07
0x72af,80.9
0xe99,36.13
0x5bef,60.76
0x3b67,81.26
0xb971,32.72
0x3516,71.08
0x921c,69.73
0x2d2e,34.57
0x5b65,77.84
0x8b2e,50.39
0x41e8,56.72
0x47cf,78.99
0x2e7f,72.78
0x15f7,76.33
0x5d05,90.51
0x7447,78.86
0x671e,58.31
0xbbbf,65.88
0x7c6e,79.0
0xaad9,82.12
0xa619,78.74
0x1f56,84.21
0x63c0,74.68
0x60ec,82.83
0xb85c,73.86
0xb653,68.73
0x9b52,79.18
0x2d81,70.9
0x7ef7,77.18
0xbbe1,66.1
0xc528,74.23
0x173a,77.34
0x4672,77.65
0x809d,83.52
0xa9bb,79.83
0x5a56,76.97
0x3324,59.51
0x4c1c,82.38
0x5143,79.25
0x6b58,75.58
0xd47,62.67
0x8f29,71.42
0xae1c,64.92
0x9fc4,80.77
0x6da6,78.72
0x7a60,75.77
0x3226,80.3
0xb4dd,84.04
0x88e3,59.83
0x2167,27.97
0x8311,42.43
0x43bb,55.19
0x7d43,79.43
0x6052,78.23
0x344b,34.66
0x6887,88.2
0x1c62,75.81
0xb188,50.43
0x2be2,54.8
0x3239,70.12
0x148b,68.76
0x7afc,32.01
0x3cfd,76.89
0x1f7b,83.64
0x7cd0,71.11
0x3abc,67.94
0xcd5,75.98
0x140d,76.66
0x1046,81.63
0x9963,81.78
0x6029,76.04
0x2afb,76.88
0xa15f,78.48
0xaa5a,74.7
0xbc6d,98.97
0xc256,77.86
0x9ea5,73.09
0x358d,71.36
0x4cc4,80.41
0x154a,91.96
0x8290,70.77
0x2948,75.2
0xf30,72.05
0x36c5,69.02
0xad3f,77.46
0xd90,79.69
0x6036,80.04
0x527a,78.39
0x9f74,73.56
0x75d4,84.88
0x90c4,57.23
0x8700,80.17
0x7ba4,80.8
0x8994,76.96
0xb43e,67.94
0xbfdf,34.8
0x6d39,20.57
0x36fb,66.77
0x46e8,41.92
0xa026,72.17
0xaa96,75.59
0xbb80,47.47
0x39d7,93.54
0x1078,69.77
0x7d17,81.24
0xbc9c,77.32
0xbe9c,34.61
0x5343,59.44
0x6ea7,19.48
0xc75b,74.2
0xc0a4,77.95
0x424e,86.02
0x4695,74.44
0x1042,76.62
0x30bf,80.04
0x792a,92.27
0x203f,82.18
0x77e1,90.1
0x525f,83.53
0xab5d,76.59
0x9059,81.44
0x5812,75.11
0x5be5,43.32
0xa404,73.92
0x2d59,79.82
0xb91,85.5
0x421c,85.93
0x3a74,81.38
0x34da,62.24
0xa989,89.33
0x3b06,71.54
0x5efa,83.3
0x580d,63.11
0x55bf,76.21
0x3897,67.9
0xb127,73.1
0xf6d,61.16
0x3230,68.45
0xc6a4,76.84
0x1726,78.06
0x3011,89.13
0xa184,69.03
0x77e8,50.56
0x9eb3,58.23
0x1b26,76.83
0x9277,85.92
0x55cf,79.31
0xaf89,82.15
0x57fb,86.35
0x5611,79.87
0x8f9,76.52
0xa607,70.62
0xbd86,47.88
0xa510,80.68
0x9a0d,82.34
0x4b9e,76.15
0x9811,77.52
0x9b40,27.41
0x3c40,82.77
0xb29e,81.84
0x74c3,82.02
0x681a,74.88
0xae47,74.19
0xe08,26.08
0x9f4f,69.74
0x8a10,73.12
0x153e,47.7
0x60ff,73.72
0x7083,75.74
0x3783,67.25
0x78c2,79.72
0x9a99,79.22
0x1239,49.56
0x10b5,77.2
0x19d8,83.68
0x7825,64.95
0x9209,74.51
0x4dc2,81.35
0xc60f,44.13
0x56c5,72.63
0x40d7,73.06
0x601e,92.91
0x4469,82.93
0x99bd,74.25
0x88cd,74.99
0x28e2,81.7
0xc1c6,76.64
0x24e5,80.29
0xbea9,66.14
0x3cf6,71.09
0xb7e6,67.53
0x8017,78.62
0xc3aa,74.6
0x21a7,50.82
0x3c37,78.96
0x28d1,81.89
0x52fc,65.71
0x103a,89.48
0x928c,84.31
0x2e26,77.06
0xc591,76.36
0x64f3,68.03
0x1905,82.65
0xaf3b,71.54
0x8f9e,36.58
0xc35c,72.04
0x2da3,21.07
0x1ff2,70.94
0x8cb8,78.01
0x784c,82.95
0x3556,74.57
0x488b,80.62
0x18dc,91.03
0x7b99,72.02
0x1128,80.55
0x635c,85.43
0x27a1,75.91
0x1908,85.04
0x3b47,65.44
0x70a2,69.59
0x9094,86.44
0x2e70,78.67
0x3977,78.97
0x52e5,72.83
0xa8f6,75.24
0x3e25,81.78
0xb09f,81.35
0xa2a9,76.67
0xae60,75.38
0x74b1,81.61
0xb8ef,70.52
0x3414,78.47
0x5f46,75.29
0x663,80.63
0x876e,86.79
0x57cb,80.82
0x42f1,57.68
0x2ced,79.64
0x9914,76.23
0x4ce6,73.77
0xb135,83.59
0xc1ac,88.76
0x31c5,77.38
0x10cb,74.94
0x59d6,77.25
0xba66,68.95
0x5005,72.37
0x9e91,72.41
0x2b3d,67.57
0x4212,83.63
0x6410,64.16
0x7114,52.99
0xa164,71.19
0x1dfe,70.19
0x8742,38.42
0x36ca,77.43
0x1351,79.64
0xaaae,76.0
0x91cd,70.91
0x6f47,75.96
0x249d,74.52
0xb35e,82.62
0x86f2,74.67
0x247c,73.56
0x3707,81.12
0xb561,84.43
0x98c,77.36
0x3088,72.49
0x2cf8,78.48
0x8e53,89.86
0x4f62,78.63
0x5df5,75.38
0x7ef4,72.64
0x473f,82.21
0x697,87.58
0x76ba,81.71
0x2d42,80.9
0x3573,51.43
0x7499,77.29
0x252a,38.64
0x689,80.65
0x468b,84.59
0x1a15,68.45
0x91ac,33.31
0xbf4e,71.71
0x24fc,74.22
0x5feb,80.42
0x2e2e,80.96
0x2c43,80.15
0x9dd9,75.03
0x9c18,79.97
0xabf0,73.21
0xa917,54.96
0x9efe,72.83
0x5873,82.8
0xaff6,75.1
0xb33,67.64
0x9543,24.22
0x2093,72.81
0xb9b7,76.07
0x758f,62.76
0x5d95,86.8
0x51e4,73.84
0xb10b,41.84
0xa0ac,85.72
0x1cd5,80.22
0x6419,80.16
0x55a8,73.46
0x9f6c,73.1
0xb5b7,45.97
0x2ecf,79.98
0x992f,37.24
0x78d2,78.48
0xb57f,77.12
0x8870,89.59
0xa250,69.43
0xb206,80.23
0xc2ee,77.23
0xad8a,62.48
0x52d1,67.82
0x972b,80.95
0xcaf,63.9
0xb643,76.36
0xc1f5,81.11
0x5a4d,78.33
0xb87f,71.92
0xacfe,73.79
0x1868,77.0
0x9d0f,71.08
0x6ad4,73.82
0x1b40,70.88
0x3681,78.97
0xcf0,70.45
0xbe3d,73.62
0x2168,91.62
0xc7f6,72.46
0xa414,72.79
0x613,63.95
0x5e28,72.88
0x11fe,76.7
0x1003,73.28
0x572b,73.28
0xacfd,87.28
0x8da9,52.91
0xac0d,30.11
0x8ff9,80.92
0x6c8c,77.86
0xbac5,77.42
0xa49,68.95
0x1af0,79.3
0x24fe,84.61
0x8eb3,80.27
0xb410,79.9
0x3b83,77.91
0x4e9f,84.23
0x9656,72.94
0x4470,77.0
0x2393,78.39
0x4c1d,83.68
0x6d0f,70.29
0x4e8b,68.35
0x2c81,66.64
0xc6e2,65.6
0x6a70,73.02
0x5821,74.35
0x2079,80.29
0x5673,76.24
0x1dd8,92.11
0x4ef3,81.18
0x7ab9,67.72
0x5b80,89.64
0x6dc1,71.07
0x7ed4,90.38
0x4c9a,34.59
0x966e,77.64
0x2cc0,83.18
0xb19b,78.83
0x26fd,74.9
0x9644,80.19
0x71a4,77.47
0x8bb8,78.99
0xc874,77.4
0x1d75,80.01
0x7f38,73.46
0xbf87,73.39
0x1102,76.47
0x9cf2,79.41
0xa8dd,70.49
0x66d,73.38
0x4eb8,61.76
0xa25c,71.77
0x6a81,78.92
0x22b2,86.7
0xc295,73.82
0x65a5,65.28
0x371c,84.5
0x916e,79.93
0x54f8,79.98
0x8cf4,71.61
0xc2ca,81.17
0x8ed9,47.31
0x6377,57.62
0x7de7,79.26
0xad31,67.45
0x1b9b,67.59
0xc0fc,81.07
0x2c4e,78.87
0x4cdb,61.79
0x40f7,79.8
0xaf90,79.08
0x8a44,71.26
0x7f78,84.23
0x29fc,75.49
0x9334,82.54
0x188b,75.4
0x56d3,74.3
0x4818,79.99
0xbeda,76.7
0x9e8c,72.92
0x1df4,74.01
0x44f0,72.65
0x810,77.52
0x645d,81.57
0x1b25,80.54
0x3c81,80.26
0x47c7,76.63
0xa4ab,64.51
0xc411,77.71
0x98b5,78.94
0x297c,81.13
0x12f4,82.17
0x25e7,75.98
0x2a3e,79.27
0x3a86,78.63
0x3d23,83.35
0x692f,74.98
0x16ec,72.15
0x71c7,91.12
0x58b7,75.69
0x6965,82.63
0xae1f,40.71
0xba9e,73.95
0xafee,76.47
0x5f8d,78.05
0x73e0,80.0
0x354c,76.76
0x9dea,29.35
0x384a,75.98
0xcf7,74.46
0x3572,80.19
0x237b,26.46
0x5857,71.46
0xc35e,78.62
0xbfb2,30.75
0x2e60,74.2
0x2b93,75.83
0xa3e6,77.48
0x19f7,77.12
0xabf9,76.83
0xc89d,74.28
0xc692,74.73
0x21ef,79.62
0x5f4a,84.55
0x8f8e,75.58
0x63be,90.17
0xc770,72.08
0x22d4,72.57
0x2ef9,81.6
0x1ad5,74.64
0x8bd3,82.21
0xa7af,78.68
0x6f63,69.22
0x6cd,81.13
0xbe3f,79.22
0xac56,75.95
0x78de,77.29
0x6f8,67.2
0x7190,72.61
0x23ca,54.71
0x838a,77.47
0x7201,72.46
0xb625,76.9
0x7ae8,81.06
